Urutan,NAMA,ID TIANG/GARDU,NAMA TIANG/GARDU,KEYPOINT,LATITUDE,LONGITUDE
1,ANGKLUNG,17TG0123001045,F.TEROMPET.000006,PMT ANGKLUNG,-5.36728,104.93034
2,ANGKLUNG,17TG0125002303,F.PIANO.000001,PMT ANGKLUNG,-5.36705,104.93103
3,ANGKLUNG,17TG0125002304,F.PIANO.000002,PMT ANGKLUNG,-5.36696,104.93146
4,ANGKLUNG,17TG0125002305,F.PIANO.000003,PMT ANGKLUNG,-5.36692,104.93191
5,ANGKLUNG,17TG0125002306,F.PIANO.000004,PMT ANGKLUNG,-5.36684,104.93224
6,ANGKLUNG,17TG0125002307,F.PIANO.000005,PMT ANGKLUNG,-5.36679,104.93264
7,ANGKLUNG,17TG0125002308,F.PIANO.000006,PMT ANGKLUNG,-5.36670,104.93311
8,ANGKLUNG,17TG0125002309,F.PIANO.000007,PMT ANGKLUNG,-5.36657,104.93357
9,ANGKLUNG,17TG0125002310,F.PIANO.000008,PMT ANGKLUNG,-5.36648,104.93412
10,ANGKLUNG,17TG0125002311,F.PIANO.000009,PMT ANGKLUNG,-5.36643,104.93453
11,ANGKLUNG,17TG0125002312,F.PIANO.000010,PMT ANGKLUNG,-5.36637,104.93490
12,ANGKLUNG,17TG0125002313,F.PIANO.000011,PMT ANGKLUNG,-5.36623,104.93534
13,ANGKLUNG,17TG0125002314,F.PIANO.000012,PMT ANGKLUNG,-5.36619,104.93572
14,ANGKLUNG,17TG0125002315,F.PIANO.000013,PMT ANGKLUNG,-5.36609,104.93620
15,ANGKLUNG,17TG0125002316,F.PIANO.000014,PMT ANGKLUNG,-5.36597,104.93659
16,ANGKLUNG,17TG0125002317,F.PIANO.000015,PMT ANGKLUNG,-5.36584,104.93700
17,ANGKLUNG,17TG0125002318,F.PIANO.000016,PMT ANGKLUNG,-5.36575,104.93743
18,ANGKLUNG,17TG0125002319,F.PIANO.000017,PMT ANGKLUNG,-5.36567,104.93792
19,ANGKLUNG,17TG0125002251,F.ANGKLUNG.000440,PMT ANGKLUNG,-5.36623,104.93795
20,ANGKLUNG,17TG0125002252,F.ANGKLUNG.000441,PMT ANGKLUNG,-5.36677,104.93798
21,ANGKLUNG,17TG0125009047,F.ANGKLUNG.000561,PMT ANGKLUNG,-5.36695,104.93783
22,ANGKLUNG,17TG0125009048,F.ANGKLUNG.000562,PMT ANGKLUNG,-5.36699,104.93741
23,ANGKLUNG,17TG0125009049,F.ANGKLUNG.000563,PMT ANGKLUNG,-5.36706,104.93692
24,ANGKLUNG,17TG0125009050,F.ANGKLUNG.000564,PMT ANGKLUNG,-5.36707,104.93639
25,ANGKLUNG,17TG0125009051,F.ANGKLUNG.000565,PMT ANGKLUNG,-5.36702,104.93597
26,ANGKLUNG,17TG0125002019,F.ANGKLUNG.000208,FCO JATI AGUNG,-5.39278,104.93566
27,ANGKLUNG,17TG0125002020,F.ANGKLUNG.000209,FCO JATI AGUNG,-5.39274,104.93607
28,ANGKLUNG,17TG0125002021,F.ANGKLUNG.000210,FCO JATI AGUNG,-5.39272,104.93647
29,ANGKLUNG,17TG0125002022,F.ANGKLUNG.000211,FCO JATI AGUNG,-5.39270,104.93688
30,ANGKLUNG,17TG0125002023,F.ANGKLUNG.000212,FCO JATI AGUNG,-5.39267,104.93735
31,ANGKLUNG,17TG0125002024,F.ANGKLUNG.000213,FCO JATI AGUNG,-5.39266,104.93778
32,ANGKLUNG,17TG0125002025,F.ANGKLUNG.000214,FCO JATI AGUNG,-5.39264,104.93819
33,ANGKLUNG,17TG0125002026,F.ANGKLUNG.000215,FCO JATI AGUNG,-5.39262,104.93867
34,ANGKLUNG,17TG0125002027,F.ANGKLUNG.000216,FCO JATI AGUNG,-5.39264,104.93906
35,ANGKLUNG,17TG0125002028,F.ANGKLUNG.000217,FCO JATI AGUNG,-5.39234,104.93899
36,ANGKLUNG,17TG0125002029,F.ANGKLUNG.000218,FCO JATI AGUNG,-5.39184,104.93898
37,ANGKLUNG,17TG0125002030,F.ANGKLUNG.000219,FCO JATI AGUNG,-5.39140,104.93898
38,ANGKLUNG,17TG0125002035,F.ANGKLUNG.000224,FCO JATI AGUNG,-5.39259,104.93945
39,ANGKLUNG,17TG0125002036,F.ANGKLUNG.000225,FCO JATI AGUNG,-5.39257,104.93985
40,ANGKLUNG,17TG0125002037,F.ANGKLUNG.000226,FCO JATI AGUNG,-5.39256,104.94026
41,ANGKLUNG,17TG0125002038,F.ANGKLUNG.000227,FCO JATI AGUNG,-5.39255,104.94068
42,ANGKLUNG,17TG0125002039,F.ANGKLUNG.000228,FCO JATI AGUNG,-5.39253,104.94119
43,ANGKLUNG,17TG0125002040,F.ANGKLUNG.000229,FCO JATI AGUNG,-5.39251,104.94159
44,ANGKLUNG,17TG0125002041,F.ANGKLUNG.000230,FCO JATI AGUNG,-5.39250,104.94205
45,ANGKLUNG,17TG0125002042,F.ANGKLUNG.000231,FCO JATI AGUNG,-5.39247,104.94245
46,ANGKLUNG,17TG0125002043,F.ANGKLUNG.000232,FCO JATI AGUNG,-5.39248,104.94284
47,ANGKLUNG,17TG0125002044,F.ANGKLUNG.000233,FCO JATI AGUNG,-5.39233,104.94331
48,ANGKLUNG,17TG0125002045,F.ANGKLUNG.000234,FCO JATI AGUNG,-5.39196,104.94363
49,ANGKLUNG,17TG0125002046,F.ANGKLUNG.000235,FCO JATI AGUNG,-5.39166,104.94390
50,ANGKLUNG,17TG0125002047,F.ANGKLUNG.000236,FCO JATI AGUNG,-5.39137,104.94417
51,ANGKLUNG,17TG0125002048,F.ANGKLUNG.000237,FCO JATI AGUNG,-5.39108,104.94443
52,ANGKLUNG,17TG0125002049,F.ANGKLUNG.000238,FCO JATI AGUNG,-5.39076,104.94471
53,ANGKLUNG,17TG0125002050,F.ANGKLUNG.000239,FCO JATI AGUNG,-5.39048,104.94497
54,ANGKLUNG,17TG0125002051,F.ANGKLUNG.000240,FCO JATI AGUNG,-5.39019,104.94528
55,ANGKLUNG,17TG0125002052,F.ANGKLUNG.000241,FCO JATI AGUNG,-5.39005,104.94561
56,ANGKLUNG,17TG0125002053,F.ANGKLUNG.000242,FCO JATI AGUNG,-5.38994,104.94599
57,ANGKLUNG,17TG0125002054,F.ANGKLUNG.000243,FCO JATI AGUNG,-5.38982,104.94642
58,ANGKLUNG,17TG0125002055,F.ANGKLUNG.000244,FCO JATI AGUNG,-5.38971,104.94682
59,ANGKLUNG,17TG0125002056,F.ANGKLUNG.000245,FCO JATI AGUNG,-5.38958,104.94723
60,ANGKLUNG,17TG0125002057,F.ANGKLUNG.000246,FCO JATI AGUNG,-5.38946,104.94766
61,ANGKLUNG,17TG0125002058,F.ANGKLUNG.000247,FCO JATI AGUNG,-5.38934,104.94806
62,ANGKLUNG,17TG0125002059,F.ANGKLUNG.000248,FCO JATI AGUNG,-5.38927,104.94846
63,ANGKLUNG,17TG0125002060,F.ANGKLUNG.000249,FCO JATI AGUNG,-5.38923,104.94884
64,ANGKLUNG,17TG0125002061,F.ANGKLUNG.000250,FCO JATI AGUNG,-5.38923,104.94922
65,ANGKLUNG,17TG0125002062,F.ANGKLUNG.000251,FCO JATI AGUNG,-5.38926,104.94965
66,ANGKLUNG,17TG0125002063,F.ANGKLUNG.000252,FCO JATI AGUNG,-5.38922,104.95016
67,ANGKLUNG,17TG0125002064,F.ANGKLUNG.000253,FCO JATI AGUNG,-5.38922,104.95059
68,ANGKLUNG,17TG0125002065,F.ANGKLUNG.000254,FCO JATI AGUNG,-5.38927,104.95106
69,ANGKLUNG,17TG0125002066,F.ANGKLUNG.000255,FCO JATI AGUNG,-5.38913,104.95146
70,ANGKLUNG,17TG0125002067,F.ANGKLUNG.000256,FCO JATI AGUNG,-5.38891,104.95193
71,ANGKLUNG,17TG0125002068,F.ANGKLUNG.000257,FCO JATI AGUNG,-5.38874,104.95233
72,ANGKLUNG,17TG0125002069,F.ANGKLUNG.000258,FCO JATI AGUNG,-5.38855,104.95272
73,ANGKLUNG,17TG0125002070,F.ANGKLUNG.000259,FCO JATI AGUNG,-5.38835,104.95314
74,ANGKLUNG,17TG0125002071,F.ANGKLUNG.000260,FCO JATI AGUNG,-5.38818,104.95355
75,ANGKLUNG,17TG0125002072,F.ANGKLUNG.000261,FCO JATI AGUNG,-5.38808,104.95400
76,ANGKLUNG,17TG0125002073,F.ANGKLUNG.000262,FCO JATI AGUNG,-5.38801,104.95440
77,ANGKLUNG,17TG0125010081,F.ANGKLUNG.000588,FCO JATI AGUNG,-5.39263,104.93893
78,ANGKLUNG,17TG0125010082,F.ANGKLUNG.000589,FCO JATI AGUNG,-5.39305,104.93893
79,ANGKLUNG,17TG0125010083,F.ANGKLUNG.000590,FCO JATI AGUNG,-5.39349,104.93893
80,ANGKLUNG,17TG0125010084,F.ANGKLUNG.000591,FCO JATI AGUNG,-5.39392,104.93892
81,ANGKLUNG,17TG0125010085,F.ANGKLUNG.000592,FCO JATI AGUNG,-5.39434,104.93892
82,ANGKLUNG,17TG0125010086,F.ANGKLUNG.000593,FCO JATI AGUNG,-5.39477,104.93892
83,ANGKLUNG,17TG0125010087,F.ANGKLUNG.000594,FCO JATI AGUNG,-5.39520,104.93892
84,ANGKLUNG,17TG0125010088,F.ANGKLUNG.000595,FCO JATI AGUNG,-5.39563,104.93892
85,ANGKLUNG,17TG0125010089,F.ANGKLUNG.000596,FCO JATI AGUNG,-5.39606,104.93891
86,ANGKLUNG,17TG0125010090,F.ANGKLUNG.000597,FCO JATI AGUNG,-5.39649,104.93892
87,ANGKLUNG,17TG0125010091,F.ANGKLUNG.000598,FCO JATI AGUNG,-5.39693,104.93891
88,ANGKLUNG,17TG0125010092,F.ANGKLUNG.000599,FCO JATI AGUNG,-5.39741,104.93894
89,ANGKLUNG,17TG0125010093,F.ANGKLUNG.000600,FCO JATI AGUNG,-5.39747,104.93937
90,ANGKLUNG,17TG0125010094,F.ANGKLUNG.000601,FCO JATI AGUNG,-5.39752,104.93980
91,ANGKLUNG,17TG0125010095,F.ANGKLUNG.000602,FCO JATI AGUNG,-5.39757,104.94022
92,ANGKLUNG,17TG0125010096,F.ANGKLUNG.000603,FCO JATI AGUNG,-5.39762,104.94067
93,ANGKLUNG,17TG0125010097,F.ANGKLUNG.000604,FCO JATI AGUNG,-5.39768,104.94110
94,ANGKLUNG,17TG0125010098,F.ANGKLUNG.000605,FCO JATI AGUNG,-5.39773,104.94152
95,ANGKLUNG,17TG0125010099,F.ANGKLUNG.000606,FCO JATI AGUNG,-5.39778,104.94192
96,ANGKLUNG,17TG0125010100,F.ANGKLUNG.000607,FCO JATI AGUNG,-5.39783,104.94231
97,ANGKLUNG,17TG01L1014210,F.ANGKLUNG.000628,FCO JATI AGUNG,-5.39333,104.92653
98,ANGKLUNG,17TG01L1014211,F.ANGKLUNG.000629,FCO JATI AGUNG,-5.39333,104.92630
99,ANGKLUNG,17TG0125002189,F.ANGKLUNG.000378,FCO KRESNO MULYO,-5.41374,104.92046
100,ANGKLUNG,17TG0125002190,F.ANGKLUNG.000379,FCO KRESNO MULYO,-5.41425,104.92045
101,ANGKLUNG,17TG0125002191,F.ANGKLUNG.000380,FCO KRESNO MULYO,-5.41478,104.92044
102,ANGKLUNG,17TG0125002192,F.ANGKLUNG.000381,FCO KRESNO MULYO,-5.41532,104.92040
103,ANGKLUNG,17TG0125002193,F.ANGKLUNG.000382,FCO KRESNO MULYO,-5.41588,104.92038
104,ANGKLUNG,17TG0125002194,F.ANGKLUNG.000383,FCO KRESNO MULYO,-5.41639,104.92036
105,ANGKLUNG,17TG0125002195,F.ANGKLUNG.000384,FCO KRESNO MULYO,-5.41695,104.92036
106,ANGKLUNG,17TG0125002196,F.ANGKLUNG.000385,FCO KRESNO MULYO,-5.41729,104.92039
107,ANGKLUNG,17TG0125002197,F.ANGKLUNG.000386,FCO KRESNO MULYO,-5.41781,104.92033
108,ANGKLUNG,17TG0125002198,F.ANGKLUNG.000387,FCO KRESNO MULYO,-5.41835,104.92032
109,ANGKLUNG,17TG0125002199,F.ANGKLUNG.000388,FCO KRESNO MULYO,-5.41891,104.92036
110,ANGKLUNG,17TG0125002200,F.ANGKLUNG.000389,FCO KRESNO MULYO,-5.41936,104.92044
111,ANGKLUNG,17TG0125002201,F.ANGKLUNG.000390,FCO KRESNO MULYO,-5.42099,104.91512
112,ANGKLUNG,17TG0125002202,F.ANGKLUNG.000391,FCO KRESNO MULYO,-5.42055,104.91507
113,ANGKLUNG,17TG0125002203,F.ANGKLUNG.000392,FCO KRESNO MULYO,-5.42009,104.91505
114,ANGKLUNG,17TG0125002204,F.ANGKLUNG.000393,FCO KRESNO MULYO,-5.41960,104.91505
115,ANGKLUNG,17TG0125002205,F.ANGKLUNG.000394,FCO KRESNO MULYO,-5.41914,104.91510
116,ANGKLUNG,17TG0125002206,F.ANGKLUNG.000395,FCO KRESNO MULYO,-5.41918,104.91554
117,ANGKLUNG,17TG0125002207,F.ANGKLUNG.000396,FCO KRESNO MULYO,-5.41914,104.91598
118,ANGKLUNG,17TG0125002208,F.ANGKLUNG.000397,FCO KRESNO MULYO,-5.41878,104.91599
119,ANGKLUNG,17TG0125002209,F.ANGKLUNG.000398,FCO KRESNO MULYO,-5.41836,104.91604
120,ANGKLUNG,17TG0125002210,F.ANGKLUNG.000399,FCO KRESNO MULYO,-5.41801,104.91607
121,ANGKLUNG,17TG0125002211,F.ANGKLUNG.000400,FCO KRESNO MULYO,-5.41754,104.91603
122,ANGKLUNG,17TG0125002212,F.ANGKLUNG.000401,FCO KRESNO MULYO,-5.41707,104.91608
123,ANGKLUNG,17TG0125002213,F.ANGKLUNG.000402,FCO KRESNO MULYO,-5.41714,104.91664
124,ANGKLUNG,17TG0125002214,F.ANGKLUNG.000403,FCO KRESNO MULYO,-5.41721,104.91728
125,ANGKLUNG,17TG0125002215,F.ANGKLUNG.000404,FCO KRESNO MULYO,-5.41724,104.91769
126,ANGKLUNG,17TG0125002216,F.ANGKLUNG.000405,FCO KRESNO MULYO,-5.41726,104.91812
127,ANGKLUNG,17TG0125002217,F.ANGKLUNG.000406,FCO KRESNO MULYO,-5.41729,104.91859
128,ANGKLUNG,17TG0125002218,F.ANGKLUNG.000407,FCO KRESNO MULYO,-5.41731,104.91904
129,ANGKLUNG,17TG0125002219,F.ANGKLUNG.000408,FCO KRESNO MULYO,-5.41732,104.91948
130,ANGKLUNG,17TG0125002220,F.ANGKLUNG.000409,FCO KRESNO MULYO,-5.41731,104.91996
131,ANGKLUNG,17TG0125002221,F.ANGKLUNG.000410,FCO KRESNO MULYO,-5.41944,104.92090
132,ANGKLUNG,17TG0125002222,F.ANGKLUNG.000411,FCO KRESNO MULYO,-5.41950,104.92133
133,ANGKLUNG,17TG0125002223,F.ANGKLUNG.000412,FCO KRESNO MULYO,-5.41957,104.92178
134,ANGKLUNG,17TG0125002224,F.ANGKLUNG.000413,FCO KRESNO MULYO,-5.41974,104.92215
135,ANGKLUNG,17TG0125002225,F.ANGKLUNG.000414,FCO KRESNO MULYO,-5.41996,104.92259
136,ANGKLUNG,17TG0125002226,F.ANGKLUNG.000415,FCO KRESNO MULYO,-5.42014,104.92305
137,ANGKLUNG,17TG0125002227,F.ANGKLUNG.000416,FCO KRESNO MULYO,-5.42032,104.92347
138,ANGKLUNG,17TG0125002228,F.ANGKLUNG.000417,FCO KRESNO MULYO,-5.42049,104.92390
139,ANGKLUNG,17TG0125002229,F.ANGKLUNG.000418,FCO KRESNO MULYO,-5.42067,104.92430
140,ANGKLUNG,17TG0125002230,F.ANGKLUNG.000419,FCO KRESNO MULYO,-5.42087,104.92473
141,ANGKLUNG,17TG0125002231,F.ANGKLUNG.000420,FCO KRESNO MULYO,-5.42103,104.92521
142,ANGKLUNG,17TG0125002232,F.ANGKLUNG.000421,FCO KRESNO MULYO,-5.42125,104.92564
143,ANGKLUNG,17TG0125002233,F.ANGKLUNG.000422,FCO KRESNO MULYO,-5.42144,104.92613
144,ANGKLUNG,17TG0125002234,F.ANGKLUNG.000423,FCO KRESNO MULYO,-5.42150,104.92658
145,ANGKLUNG,17TG0125002235,F.ANGKLUNG.000424,FCO KRESNO MULYO,-5.42144,104.92706
146,ANGKLUNG,17TG0125002236,F.ANGKLUNG.000425,FCO KRESNO MULYO,-5.42133,104.92755
147,ANGKLUNG,17TG0125002237,F.ANGKLUNG.000426,FCO KRESNO MULYO,-5.42122,104.92806
148,ANGKLUNG,17TG0125002238,F.ANGKLUNG.000427,FCO KRESNO MULYO,-5.42116,104.92854
149,ANGKLUNG,17TG0125002239,F.ANGKLUNG.000428,FCO KRESNO MULYO,-5.42111,104.92906
150,ANGKLUNG,17TG0125002240,F.ANGKLUNG.000429,FCO KRESNO MULYO,-5.42108,104.92953
151,ANGKLUNG,17TG0125002241,F.ANGKLUNG.000430,FCO KRESNO MULYO,-5.42105,104.93001
152,ANGKLUNG,17TG0125002242,F.ANGKLUNG.000431,FCO KRESNO MULYO,-5.42101,104.93052
153,ANGKLUNG,17TG0125002243,F.ANGKLUNG.000432,FCO KRESNO MULYO,-5.42100,104.93102
154,ANGKLUNG,17TG0125002244,F.ANGKLUNG.000433,FCO KRESNO MULYO,-5.42098,104.93147
155,ANGKLUNG,17TG0125002245,F.ANGKLUNG.000434,FCO KRESNO MULYO,-5.42095,104.93192
156,ANGKLUNG,17TG0125002246,F.ANGKLUNG.000435,FCO KRESNO MULYO,-5.42092,104.93244
157,ANGKLUNG,17TG0125002247,F.ANGKLUNG.000436,FCO KRESNO MULYO,-5.42090,104.93295
158,ANGKLUNG,17TG0125002248,F.ANGKLUNG.000437,FCO KRESNO MULYO,-5.42087,104.93348
159,ANGKLUNG,17TG0125002249,F.ANGKLUNG.000438,FCO KRESNO MULYO,-5.42084,104.93398
160,ANGKLUNG,17TG0125002250,F.ANGKLUNG.000439,FCO KRESNO MULYO,-5.42087,104.93445
161,ANGKLUNG,17TG0125010036,F.ANGKLUNG.000587,FCO KRESNO MULYO,-5.41785,104.92053
162,ANGKLUNG,17TG0125010111,F.ANGKLUNG.000608,FCO KRESNO MULYO,-5.42349,104.91989
163,ANGKLUNG,17TG0125002031,F.ANGKLUNG.000220,FCO KURNIA JAYA,-5.39093,104.93897
164,ANGKLUNG,17TG0125002032,F.ANGKLUNG.000221,FCO KURNIA JAYA,-5.39092,104.93862
165,ANGKLUNG,17TG0125002033,F.ANGKLUNG.000222,FCO KURNIA JAYA,-5.39049,104.93865
166,ANGKLUNG,17TG0125002034,F.ANGKLUNG.000223,FCO KURNIA JAYA,-5.39052,104.93872
167,ANGKLUNG,17TG01L1014208,F.ANGKLUNG.000626,FCO KURNIA JAYA,-5.39103,104.93904
168,ANGKLUNG,17TG01L1014209,F.ANGKLUNG.000627,FCO KURNIA JAYA,-5.39112,104.93926
169,ANGKLUNG,17TG0125001994,F.ANGKLUNG.000183,FCO PU026 KRAWANG,-5.41097,104.96074
170,ANGKLUNG,17TG0125001995,F.ANGKLUNG.000184,FCO PU026 KRAWANG,-5.41090,104.96119
171,ANGKLUNG,17TG0125001996,F.ANGKLUNG.000185,FCO PU026 KRAWANG,-5.41083,104.96162
172,ANGKLUNG,17TG0125001997,F.ANGKLUNG.000186,FCO PU026 KRAWANG,-5.41077,104.96207
173,ANGKLUNG,17TG0125001998,F.ANGKLUNG.000187,FCO PU026 KRAWANG,-5.41071,104.96252
174,ANGKLUNG,17TG0125001999,F.ANGKLUNG.000188,FCO PU026 KRAWANG,-5.41069,104.96295
175,ANGKLUNG,17TG0125002000,F.ANGKLUNG.000189,FCO PU026 KRAWANG,-5.41066,104.96350
176,ANGKLUNG,17TG0125002001,F.ANGKLUNG.000190,FCO PU026 KRAWANG,-5.41063,104.96404
177,ANGKLUNG,17TG0125002002,F.ANGKLUNG.000191,FCO PU026 KRAWANG,-5.41060,104.96456
178,ANGKLUNG,17TG0125002003,F.ANGKLUNG.000192,FCO PU026 KRAWANG,-5.41056,104.96510
179,ANGKLUNG,17TG0125002004,F.ANGKLUNG.000193,FCO PU026 KRAWANG,-5.41052,104.96572
180,ANGKLUNG,17TG0125002005,F.ANGKLUNG.000194,FCO PU026 KRAWANG,-5.41049,104.96630
181,ANGKLUNG,17TG0125002006,F.ANGKLUNG.000195,FCO PU026 KRAWANG,-5.41046,104.96682
182,ANGKLUNG,17TG0125002007,F.ANGKLUNG.000196,FCO PU026 KRAWANG,-5.41043,104.96739
183,ANGKLUNG,17TG0125002008,F.ANGKLUNG.000197,FCO PU026 KRAWANG,-5.41039,104.96778
184,ANGKLUNG,17TG0125002009,F.ANGKLUNG.000198,FCO PU026 KRAWANG,-5.41036,104.96821
185,ANGKLUNG,17TG0125002010,F.ANGKLUNG.000199,FCO PU026 KRAWANG,-5.41033,104.96865
186,ANGKLUNG,17TG0125002011,F.ANGKLUNG.000200,FCO PU026 KRAWANG,-5.41027,104.96909
187,ANGKLUNG,17TG0125002012,F.ANGKLUNG.000201,FCO PU026 KRAWANG,-5.41023,104.96954
188,ANGKLUNG,17TG0125002013,F.ANGKLUNG.000202,FCO PU026 KRAWANG,-5.41017,104.97027
189,ANGKLUNG,17TG0125002014,F.ANGKLUNG.000203,FCO PU026 KRAWANG,-5.41011,104.97091
190,ANGKLUNG,17TG0125002015,F.ANGKLUNG.000204,FCO PU026 KRAWANG,-5.41007,104.97131
191,ANGKLUNG,17TG0125002016,F.ANGKLUNG.000205,FCO PU026 KRAWANG,-5.41003,104.97174
192,ANGKLUNG,17TG0125002017,F.ANGKLUNG.000206,FCO PU026 KRAWANG,-5.40997,104.97217
193,ANGKLUNG,17TG0125002085,F.ANGKLUNG.000274,FCO PU026 KRAWANG,-5.40991,104.96735
194,ANGKLUNG,17TG0125002086,F.ANGKLUNG.000275,FCO PU026 KRAWANG,-5.40931,104.96729
195,ANGKLUNG,17TG0125002087,F.ANGKLUNG.000276,FCO PU026 KRAWANG,-5.40893,104.96763
196,ANGKLUNG,17TG0125002088,F.ANGKLUNG.000277,FCO PU026 KRAWANG,-5.40874,104.96812
197,ANGKLUNG,17TG0125002089,F.ANGKLUNG.000278,FCO PU026 KRAWANG,-5.40872,104.96861
198,ANGKLUNG,17TG0125002090,F.ANGKLUNG.000279,FCO PU026 KRAWANG,-5.40862,104.96898
199,ANGKLUNG,17TG0125002091,F.ANGKLUNG.000280,FCO PU026 KRAWANG,-5.40824,104.96930
200,ANGKLUNG,17TG0125002092,F.ANGKLUNG.000281,FCO PU026 KRAWANG,-5.40791,104.96957
201,ANGKLUNG,17TG0125002093,F.ANGKLUNG.000282,FCO PU026 KRAWANG,-5.40765,104.96986
202,ANGKLUNG,17TG0125002094,F.ANGKLUNG.000283,FCO PU026 KRAWANG,-5.40727,104.96996
203,ANGKLUNG,17TG0125002095,F.ANGKLUNG.000284,FCO PU026 KRAWANG,-5.40728,104.97043
204,ANGKLUNG,17TG0125002096,F.ANGKLUNG.000285,FCO PU026 KRAWANG,-5.40731,104.97094
205,ANGKLUNG,17TG01L1015186,F.ANGKLUNG.000675,FCO PU026 KRAWANG,-5.40740,104.97042
206,ANGKLUNG,17TG0125002171,F.ANGKLUNG.000360,FCO PU177,-5.41057,104.91247
207,ANGKLUNG,17TG0125002172,F.ANGKLUNG.000361,FCO PU177,-5.41002,104.91241
208,ANGKLUNG,17TG0125002173,F.ANGKLUNG.000362,FCO PU177,-5.40952,104.91244
209,ANGKLUNG,17TG0125002174,F.ANGKLUNG.000363,FCO PU177,-5.40897,104.91249
210,ANGKLUNG,17TG0125002175,F.ANGKLUNG.000364,FCO PU177,-5.40845,104.91256
211,ANGKLUNG,17TG0125002176,F.ANGKLUNG.000365,FCO PU177,-5.40795,104.91257
